chain,block,txn,pending,sender,level,profit,reason,related_ids,feedback,ts
1,14140119,0x9ea2503341fc207ddc0f50358220299e1bcc1fa8f848b0b311a2b16897d3d18a,FALSE,0xa64304171994703b966944cf86578156930de926,3,907.2222175 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":false,""IsAction"":false,""IsAdam"":true,""Reason"":[{""Source"":""Adam"",""Feature"":""FunctionSignature"",""Ids"":[20],""Extra"":{""Address"":""0xf639ed32741048d0b33dfddaa52a2f6e52606b91"",""Profit"":""907.2222175"",""Sig"":""0x490e6cbc""}}]}",{20},TRUE,29:14.4
1,14155940,0x620cbe2a7ebdec58effaa3ddd4ed599b4ae79b1dbd0e766a652b47a191fed49c,FALSE,0x0b634a8d61b09820e9f72f79cdcbc8a4d0aad26b,3,16334.11928 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[254,435],""Extra"":{""Depositor"":""0x429f5d3549096ec25d6f5e9bba193bdde9131584"",""Pool"":""0x028171bca77440897b824ca71d1c56cac55b68a3""}}]}","{254,435}",TRUE,29:35.1
1,14159484,0x255caa7f1ea6b5e068b53ebab83769a2d45786d211800f363cd37043bef78c38,FALSE,0x0b634a8d61b09820e9f72f79cdcbc8a4d0aad26b,3,3253.82839 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[98,176],""Extra"":{""Depositor"":""0x342491c093a640c7c2347c4ffa7d8b9cbc84d1eb"",""Pool"":""0x5d3a536e4d6dbd6114cc1ead35777bab948e3643""}}]}","{98,176}",TRUE,43:04.3
1,14165634,0x9cea252f07821ddd710c1d64fdd9215927003ef700470ff96e55754cf3f83cd1,FALSE,0x0b634a8d61b09820e9f72f79cdcbc8a4d0aad26b,3,1714.020582 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[271,193],""Extra"":{""Depositor"":""0x2dded6da1bf5dbdf597c45fcfaa3194e53ecfeaf"",""Pool"":""0x8e595470ed749b85c6f7669de83eae304c2ec68f""}}]}","{271,193}",TRUE,06:51.3
1,14174976,0x8c72760fdca7bc25fc759be62c2a56560ffccd46672b8a791f14b0953cd0f147,FALSE,0x0b634a8d61b09820e9f72f79cdcbc8a4d0aad26b,3,754.9653233 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[91,44],""Extra"":{""Depositor"":""0x3b7c81daa0f7c897b3e09352e1ca2fbe93ac234d"",""Pool"":""0xba12222222228d8ba445958a75a0704d566bf2c8""}}]}","{91,44}",TRUE,42:13.4
1,14175317,0xfb4540c3c4dc92ed4c723b8575cc6081e917e897471fa9b1e53ddede8c7ad764,FALSE,0x0b634a8d61b09820e9f72f79cdcbc8a4d0aad26b,3,754.125091 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[315,224],""Extra"":{""Depositor"":""0x2dded6da1bf5dbdf597c45fcfaa3194e53ecfeaf"",""Pool"":""0x76eb2fe28b36b3ee97f3adae0c69606eedb2a37c""}}]}","{315,224}",TRUE,43:28.7
1,14180389,0x1b357a5edb7b138176153a3404c96c8c5533725c83345068ae1822d318f961b0,FALSE,0x0b634a8d61b09820e9f72f79cdcbc8a4d0aad26b,3,4840.557678 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Borrow Repay Assets in Same Txn"",""Ids"":[330,109],""Extra"":{""Pool"":""0x39aa39c021dfbae8fac545936693ac917d5e7563"",""Token"":""0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48""}}]}","{330,109}",TRUE,03:11.1
1,14180403,0x05f431ca65e3ed72bb940051af00eef995fbbe5af47135107758085c8a8dec3c,FALSE,0x0b634a8d61b09820e9f72f79cdcbc8a4d0aad26b,3,4381.128654 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[291,246],""Extra"":{""Depositor"":""0xa79828df1850e8a3a3064576f380d90aecdd3359"",""Pool"":""0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7""}}]}","{291,246}",TRUE,03:16.2
1,14189739,0xd72e81ad375b75b417d9abb0de446cd31db52aa81dc2d135ef86ae66d2772dbe,FALSE,0x699aa83621d8f90085fabde3061dd86f5a0e7a7f,3,50.96742115 ETH,"{""IsTornadoFunded"":false,""IsProfit"":false,""IsCreation"":false,""IsAction"":false,""IsAdam"":true,""Reason"":[{""Source"":""Adam"",""Feature"":""FunctionSignature"",""Ids"":[20],""Extra"":{""Address"":""0x5cf047d34f95a6186a3401cf9320f13344b5227e"",""Profit"":""50.96742115"",""Sig"":""0x490e6cbc""}}]}",{20},TRUE,39:17.3
1,14198019,0x652d560b24d4dfe283f67ced687be70b96f47bfc0e3907eced305d890a1077d8,FALSE,0xd28000131691f41622c2319a44654f71f2669242,3,683.9040351 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":false,""IsAction"":false,""IsAdam"":true,""Reason"":[{""Source"":""Adam"",""Feature"":""FunctionSignature"",""Ids"":[20],""Extra"":{""Address"":""0x20791a629ab54051e5ede666d195e092fabcd6e8"",""Profit"":""683.9040351"",""Sig"":""0x490e6cbc""}}]}",{20},TRUE,10:38.6
1,14204913,0xe9afafa5b90c71fdc2737620238cdda158250d47e46e13d05d621e580cda142b,FALSE,0x0b634a8d61b09820e9f72f79cdcbc8a4d0aad26b,3,1463.204611 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[189,111],""Extra"":{""Depositor"":""0x2dded6da1bf5dbdf597c45fcfaa3194e53ecfeaf"",""Pool"":""0x8e595470ed749b85c6f7669de83eae304c2ec68f""}}]}","{189,111}",TRUE,36:22.7
1,14249720,0x668e096fd05ad1b5c1279bf0c4950c4a8766cb2ada5e1c27863c0b39c2cd6ec6,FALSE,0x0b634a8d61b09820e9f72f79cdcbc8a4d0aad26b,3,6325.210231 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[206,115],""Extra"":{""Depositor"":""0x2dded6da1bf5dbdf597c45fcfaa3194e53ecfeaf"",""Pool"":""0x76eb2fe28b36b3ee97f3adae0c69606eedb2a37c""}}]}","{206,115}",TRUE,30:00.5
1,14250905,0x06f9b04eccd76246c5b90d832f16a916d7bb7b06c074bd7fe5d467d6861e0562,FALSE,0xd11aa2e3a000275ed12b87515c9ac0d67b32e7b9,3,4577.03349 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Borrow Repay Assets in Same Txn"",""Ids"":[715,494],""Extra"":{""Pool"":""0x39aa39c021dfbae8fac545936693ac917d5e7563"",""Token"":""0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48""}}]}","{715,494}",TRUE,34:19.9
1,14266708,0x4fbb9581e10fe06ea58d6f387933d70d0aea1e5e0d4c8706f4d34af39ac91a1d,FALSE,0xa671eefe6f76638f27751ef51af1fd49d36c66f1,3,1444.327481 ETH,"{""IsTornadoFunded"":true,""IsProfit"":true,""IsCreation"":false,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Reverse Swap in Same Txn"",""Ids"":[64,64],""Extra"":{""Pool"":""0x2057cfb9fd11837d61b294d514c5bd03e5e7189a"",""Token0"":""0x2260fac5e5542a773aa44fbcfedf7c193bc2c599"",""Token1"":""0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48""}}]}","{64,64}",TRUE,34:59.4
1,14271444,0xd6ffd96364658ee1509f2d0d547c241252c41aa36b984b459feb34500962784e,FALSE,0xd11aa2e3a000275ed12b87515c9ac0d67b32e7b9,3,6870.895484 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[84,114],""Extra"":{""Depositor"":""0x1344a36a1b56144c3bc62e7757377d288fde0369"",""Pool"":""0x5d3a536e4d6dbd6114cc1ead35777bab948e3643""}}]}","{84,114}",TRUE,52:58.6
1,14276764,0xbd52294441ab7794a17ef2f2627079bf6cba921b436c5ded972a830149e871de,FALSE,0x0b634a8d61b09820e9f72f79cdcbc8a4d0aad26b,3,1396.514844 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[301,210],""Extra"":{""Depositor"":""0x2dded6da1bf5dbdf597c45fcfaa3194e53ecfeaf"",""Pool"":""0x76eb2fe28b36b3ee97f3adae0c69606eedb2a37c""}}]}","{301,210}",TRUE,13:20.8
1,14318010,0x400b007bf39633071af639d4e90410b5d1daae6a025e3d78a7e84598b2df4f52,FALSE,0x0b634a8d61b09820e9f72f79cdcbc8a4d0aad26b,3,1943.957296 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[83,113],""Extra"":{""Depositor"":""0x1344a36a1b56144c3bc62e7757377d288fde0369"",""Pool"":""0x5d3a536e4d6dbd6114cc1ead35777bab948e3643""}}]}","{83,113}",TRUE,42:34.6
1,14318020,0xeb5308d5088bce9995dcb54e040fcae7d559a886c2ac0366c12075355f6a409e,FALSE,0x0b634a8d61b09820e9f72f79cdcbc8a4d0aad26b,3,811.1516828 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[323,285],""Extra"":{""Depositor"":""0xb85413f6d07454828eac7e62df7d847316475178"",""Pool"":""0x4ca9b3063ec5866a4b82e437059d2c43d1be596f""}}]}","{323,285}",TRUE,42:39.3
1,14364671,0x7a8056e69d89421f873e0d0150ac4c2af664d9c648d99fb59de3d4ef706bf269,FALSE,0x2305ce3efa5a3ac90056a7ee54c4b9771128cba5,3,917.0642739 ETH,"{""IsTornadoFunded"":true,""IsProfit"":true,""IsCreation"":false,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Reverse Swap in Same Txn"",""Ids"":[86,86],""Extra"":{""Pool"":""0x2057cfb9fd11837d61b294d514c5bd03e5e7189a"",""Token0"":""0xdac17f958d2ee523a2206206994597c13d831ec7"",""Token1"":""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2""}}]}","{86,86}",TRUE,11:20.3
1,14377604,0x68b4f298f66765dd0f812c6bf3e2fee75d0633c8f7d674612170092f4a41f2a0,FALSE,0x0f11640bf66e2d9352d9c41434a5c6e597c5e4c8,3,657.8176616 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Add Remove Liquidity in Same Txn"",""Ids"":[104,73],""Extra"":{""Pool"":""0xbcca60bb61934080951369a648fb03df4f96263c""}}]}","{104,73}",TRUE,53:39.7
1,14387577,0xbba4badcb3c5baeff7506d5ec93cb86c3c40bc2333c38545530ead6c8d13d4ef,FALSE,0x58abfec7ac53be7575c3e9fd00ee8444460b4154,3,173.5062142 ETH,"{""IsTornadoFunded"":false,""IsProfit"":false,""IsCreation"":false,""IsAction"":false,""IsAdam"":true,""Reason"":[{""Source"":""Adam"",""Feature"":""FunctionSignature"",""Ids"":[20],""Extra"":{""Address"":""0xaee73cb3c265ead30b2dff38ba555df368e6cbd4"",""Profit"":""173.5062142"",""Sig"":""0x490e6cbc""}}]}",{20},TRUE,26:45.8
1,14387732,0xeff1561c22e7b4dd7fbbe1182d0974735a2473c1ad3633097d046506b55decfe,FALSE,0x46796a42be4184337d98f691d8fe2202f9347b23,3,3029.517351 ETH,"{""IsTornadoFunded"":true,""IsProfit"":true,""IsCreation"":false,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[167,323],""Extra"":{""Depositor"":""0x74b3691ebc3fb083e36065a1986d6c490b13e95a"",""Pool"":""0x030ba81f1c18d280636f32af80b9aad02cf0854e""}}]}","{167,323}",TRUE,27:13.4
